Date,trapVisitID,subSiteName,visitType,trapFunctioning,fishProcessed,sampleStart,sampleEnd,counterAtEnd,rpmRevolutionsAtStart,rpmRevolutionsAtEnd,ConeDebrisIntake1,ConeDebrisIntake2,debrisVolume,debrisType,includeCatch,includeCatchComments,TrapVisit.comments
2017/05/12 00:00:00,8492,ST004L1B,Unplanned restart,Trap stopped functioning,No fish were caught,2017/05/11 09:44:00,2017/05/12 09:17:00,NA,0,3.6,NA,NA,5,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch.,Intake debris 0/0. Clicker not functioning.
2017/05/13 00:00:00,8493,ST004L1B,End trapping,Trap functioning normally,No fish were caught,2017/05/12 09:17:00,2017/05/13 09:10:00,NA,3.7,NA,NA,NA,5,Terrestrial,Yes,NA,Intake debris 0/0. Clicker not functioning.
2017/05/15 00:00:00,8494,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,NA,2017/05/15 14:30:00,NA,NA,3.7,NA,NA,NA,NA,Yes,NA,NA
2017/05/16 00:00:00,8495,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2017/05/15 14:30:00,2017/05/16 09:38:00,NA,3.5,3.2,NA,NA,5,Terrestrial,Yes,NA,Intake debris 0/0. Clicker not functioning.
2017/05/17 00:00:00,8496,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2017/05/16 09:38:00,2017/05/17 09:38:00,NA,3.1,3.2,NA,NA,3,Terrestrial,Yes,NA,Intake debris 0/0. Clicker recorded as 3658; may have been the clicker total from Trap 2 mistakely recorded on Trap 1.
2017/05/18 00:00:00,8497,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2017/05/17 09:38:00,2017/05/18 10:21:00,NA,3.3,3.3,NA,NA,3,Terrestrial,Yes,NA,Intake debris 0/0. Clicker not functioning.
2017/05/19 00:00:00,8498,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2017/05/18 10:21:00,2017/05/19 09:45:00,NA,3.3,3.7,NA,NA,4,Terrestrial,Yes,NA,Intake debris 0/0. Clicker not functioning.
2017/05/20 00:00:00,8499,ST004L1B,End trapping,Trap functioning normally,No fish were caught,2017/05/19 09:45:00,2017/05/20 09:10:00,NA,3.6,NA,NA,NA,3,Aquatic,Yes,NA,Intake debris 0/0. Clicker not functioning.
2017/05/22 00:00:00,8500,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,NA,2017/05/22 08:39:00,NA,NA,2.9,NA,NA,NA,NA,Yes,NA,NA
2017/05/23 00:00:00,8501,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2017/05/22 08:39:00,2017/05/23 09:15:00,NA,3.4,2.7,NA,NA,3,Terrestrial,Yes,NA,Intake debris 0/0. Clicker not functioning.
2017/05/24 00:00:00,8502,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/05/23 09:15:00,2017/05/24 09:45:00,NA,2.7,2.9,NA,NA,3,Terrestrial,Yes,NA,Intake debris 0/0. Clicker not functioning.
2017/05/25 00:00:00,8503,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2017/05/24 09:45:00,2017/05/25 09:01:00,NA,3,2.9,NA,NA,2,Terrestrial,Yes,NA,Intake debris 0/0. Clicker not functioning.
2017/05/26 00:00:00,8504,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/05/25 09:01:00,2017/05/26 09:03:00,NA,2.9,2.7,NA,NA,3,Terrestrial,Yes,NA,Intake debris 0/0. Clicker not functioning.
2017/05/27 00:00:00,8505,ST004L1B,End trapping,Trap functioning normally,No fish were caught,2017/05/26 09:03:00,2017/05/27 09:27:00,NA,2.3,NA,NA,NA,5,Terrestrial,Yes,NA,Intake debris 0/0. Clicker not functioning.
2017/05/29 00:00:00,8506,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,NA,2017/05/29 17:37:00,NA,NA,2.6,NA,NA,NA,NA,Yes,NA,NA
2017/05/30 00:00:00,8507,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/05/29 17:37:00,2017/05/30 09:16:00,NA,2.9,3.3,NA,NA,2,Terrestrial,Yes,NA,Intake debris 0/0. Clicker not functioning.
2017/05/31 00:00:00,8508,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2017/05/30 09:16:00,2017/05/31 09:10:00,NA,2.8,2.9,NA,NA,4,Terrestrial,Yes,NA,Intake debris 0/0. Clicker not functioning.
2017/06/01 00:00:00,8509,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/05/31 09:10:00,2017/06/01 09:27:00,NA,3,2.6,NA,NA,3,Terrestrial,Yes,NA,Intake debris 0/0. Clicker not functioning.
2017/06/02 00:00:00,8510,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2017/06/01 09:27:00,2017/06/02 09:13:00,NA,2.7,3.2,NA,NA,2,Terrestrial,Yes,NA,Intake debris 0/0. Clicker not functioning.
2017/06/03 00:00:00,8511,ST004L1B,End trapping,Trap functioning normally,No fish were caught,2017/06/02 09:13:00,2017/06/03 08:12:00,NA,2.7,NA,NA,NA,2,Terrestrial,Yes,NA,Intake debris 0/0. Clicker not functioning.
2017/06/05 00:00:00,8512,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,NA,2017/06/05 08:31:00,NA,NA,3.4,NA,NA,NA,NA,Yes,NA,NA
2017/06/06 00:00:00,8513,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/06/05 08:31:00,2017/06/06 09:06:00,NA,3.1,2.8,NA,NA,3,Terrestrial,Yes,NA,Intake debris 0/0. Clicker not functioning.
2017/06/07 00:00:00,8514,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/06/06 09:06:00,2017/06/07 09:35:00,NA,3.3,3.3,NA,NA,2,Terrestrial,Yes,NA,Intake debris 0/0. Clicker not functioning.
2017/06/08 00:00:00,8515,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/06/07 09:35:00,2017/06/08 09:50:00,NA,3.2,2.9,NA,NA,10,Terrestrial,Yes,NA,Intake debris 0/0. Clicker not functioning.
2017/06/09 00:00:00,8516,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/06/08 09:50:00,2017/06/09 09:03:00,NA,2.9,2.7,NA,NA,3,Terrestrial,Yes,NA,Intake debris 0/0. Clicker not functioning.
2017/06/10 00:00:00,8517,ST004L1B,End trapping,Trap functioning normally,Processed fish,2017/06/09 09:03:00,2017/06/10 08:54:00,NA,3,NA,NA,NA,4,Terrestrial,Yes,NA,Intake debris 0/0. Clicker not functioning.
2017/06/12 00:00:00,8518,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,NA,2017/06/12 08:50:00,NA,NA,2.9,NA,NA,NA,NA,Yes,NA,NA
2017/06/13 00:00:00,8519,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/06/12 08:50:00,2017/06/13 13:05:00,NA,3.3,3.2,NA,NA,4,Terrestrial,Yes,NA,Intake debris 0/0. Clicker not functioning.
2017/06/14 00:00:00,8520,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/06/13 13:05:00,2017/06/14 12:40:00,NA,2.7,3.1,NA,NA,4,Terrestrial,Yes,NA,Intake debris 0/0. Clicker not functioning.
2017/06/15 00:00:00,8521,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/06/14 12:40:00,2017/06/15 12:46:00,NA,3.2,3.2,NA,NA,5,Terrestrial,Yes,NA,Intake debris 0/0. Clicker not functioning.
2017/06/16 00:00:00,8522,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/06/15 12:46:00,2017/06/16 12:58:00,NA,2.6,3.3,NA,NA,6,Terrestrial,Yes,NA,Intake debris 0/0. Clicker not functioning.
2017/06/17 00:00:00,8523,ST004L1B,End trapping,Trap functioning normally,Processed fish,2017/06/16 12:58:00,2017/06/17 10:25:00,NA,3,NA,NA,NA,9,Terrestrial,Yes,NA,Intake debris 0/0. Clicker not functioning.
2017/06/19 00:00:00,8524,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,NA,2017/06/19 10:00:00,NA,NA,3,NA,NA,NA,NA,Yes,NA,NA
2017/06/20 00:00:00,8525,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/06/19 10:00:00,2017/06/20 11:16:00,NA,3.1,3,NA,NA,13,Terrestrial,Yes,NA,Intake debris 0/0. Clicker not functioning.
2017/06/21 00:00:00,8526,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/06/20 11:16:00,2017/06/21 11:28:00,NA,2.9,3.1,NA,NA,20,Terrestrial,Yes,NA,Intake debris 0/0. Clicker not functioning.
2017/06/22 00:00:00,8527,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/06/21 11:28:00,2017/06/22 11:02:00,NA,3.1,3.2,NA,NA,16,Terrestrial,Yes,NA,Intake debris 0/0. Clicker not functioning.
2017/06/23 00:00:00,8528,ST004L1B,End trapping,Trap functioning normally,Processed fish,2017/06/22 11:02:00,2017/06/23 12:28:00,NA,3.1,NA,NA,NA,49,Aquatic,Yes,NA,Intake debris 0/0. Clicker not functioning.
2018/01/11 00:00:00,8564,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,NA,2018/01/11 14:17:00,NA,NA,1.7,NA,NA,NA,NA,Yes,NA,NA
2018/01/12 00:00:00,8567,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2018/01/11 14:17:00,2018/01/12 11:26:00,2917,2.5,2.2,NA,NA,43,Terrestrial,Yes,NA,Intakes:0/0
2018/01/13 00:00:00,8568,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2018/01/12 11:26:00,2018/01/13 12:17:00,3382,2.2,2.3,NA,NA,28,Terrestrial,Yes,NA,Intakes: 1/0
2018/01/14 00:00:00,8569,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2018/01/13 12:17:00,2018/01/14 10:52:00,887,0,2,NA,NA,23,Terrestrial,Yes,Data included in analysis because actual catch greater than imputed catch.,"Shifted traps closer to bank to help avoid debris/logs

Intakes: 3/0"
2018/01/15 00:00:00,8570,ST004L1B,Unplanned restart,Trap stopped functioning,No fish were caught,2018/01/14 10:52:00,2018/01/15 10:53:00,1177,0,1.6,NA,NA,23,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,"Stopped by log

Intakes: 3/0"
2018/01/16 00:00:00,8574,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2018/01/15 10:53:00,2018/01/16 09:38:00,2053,1.9,1.9,NA,NA,6,Terrestrial,Yes,NA,Intakes: 0/0
2018/01/17 00:00:00,8576,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2018/01/16 09:38:00,2018/01/17 10:32:00,3207,1.7,1.8,NA,NA,20,Terrestrial,Yes,NA,Intakes: 0/1
2018/01/18 00:00:00,8578,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2018/01/17 10:32:00,2018/01/18 10:36:00,2339,2.3,2.5,NA,NA,8,Terrestrial,Yes,NA,Intakes: 0/0
2018/01/19 00:00:00,8579,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2018/01/18 10:36:00,2018/01/19 10:26:00,3525,2.5,2.4,NA,NA,22,Terrestrial,Yes,NA,Intakes: 0/0
2018/01/20 00:00:00,8580,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2018/01/19 10:26:00,2018/01/20 11:58:00,3156,2.3,2.5,NA,NA,25,Terrestrial,Yes,NA,Intakes: 0/0
2018/01/21 00:00:00,8581,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2018/01/20 11:58:00,2018/01/21 10:55:00,1195,0,2.1,NA,NA,26,Terrestrial,Yes,Data included in analysis because actual catch greater than imputed catch.,"Intakes: 2/1

Log stuck in trap"
2018/01/22 00:00:00,8582,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2018/01/21 10:55:00,2018/01/22 09:47:00,2943,2.4,2.4,NA,NA,7,Terrestrial,Yes,NA,Intakes: 0/0
2018/01/23 00:00:00,8588,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2018/01/22 09:47:00,2018/01/23 11:44:00,1864,0,2.2,NA,NA,12,Terrestrial,Yes,Data included in analysis because actual catch greater than imputed catch.,"Intakes: 0/0 

Log in Trap"
2018/01/24 00:00:00,8589,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2018/01/23 11:44:00,2018/01/24 09:32:00,2793,2.5,2.5,NA,NA,5,Terrrestrial,Yes,NA,Intakes: 0/0
2018/01/25 00:00:00,8590,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2018/01/24 09:32:00,2018/01/25 12:18:00,3994,2.3,2.3,NA,NA,14,Terrestrial,Yes,NA,Intakes: 0/0
2018/01/26 00:00:00,8591,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2018/01/25 12:18:00,2018/01/26 11:01:00,2468,1.7,1.6,NA,NA,5,Terrestrial,Yes,NA,Intakes: 0/0
2018/01/27 00:00:00,8592,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2018/01/26 11:01:00,2018/01/27 09:54:00,2168,1.6,1.6,NA,NA,5,Terrestrial,Yes,NA,Intakes: 0/0
2018/01/28 00:00:00,8593,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2018/01/27 09:54:00,2018/01/28 09:55:00,2260,1.5,1.4,NA,NA,7,Terrestrial,Yes,NA,Intakes: 0/0
2018/01/29 00:00:00,8594,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2018/01/28 09:55:00,2018/01/29 09:56:00,2171,1.5,1.4,NA,NA,2,Terrestrial,Yes,NA,Intakes: 0/0
2018/01/30 00:00:00,8602,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2018/01/29 09:56:00,2018/01/30 10:20:00,2174,1.4,1.4,NA,NA,3,Terrestrial,Yes,NA,Intakes: 0/0
2018/01/31 00:00:00,8603,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2018/01/30 10:20:00,2018/01/31 09:37:00,2054,1.4,1.4,NA,NA,2.5,Terrestrial,Yes,NA,Intakes: 0/0
2018/02/01 00:00:00,8606,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2018/01/31 09:37:00,2018/02/01 09:45:00,2059,1.3,1.3,NA,NA,2,Terrestrial,Yes,NA,Intakes: 0/0
2018/02/02 00:00:00,8607,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2018/02/01 09:45:00,2018/02/02 09:55:00,2065,1.2,1.4,NA,NA,3,Terrestrial,Yes,NA,Intakes: 0/0
2018/02/03 00:00:00,8610,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2018/02/02 09:55:00,2018/02/03 09:36:00,1949,1.3,1.5,NA,NA,2,Terrestrial,Yes,NA,Intakes: 0/0
2018/02/04 00:00:00,8611,ST004L1B,Unplanned restart,"Trap functioning, but not normally",Processed fish,2018/02/03 09:36:00,2018/02/04 09:12:00,1759,0,1.3,NA,NA,1,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,"Intakes: 0/0

Flows too slow to spin trap normally"
2018/02/05 00:00:00,8612,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2018/02/04 09:12:00,2018/02/05 10:16:00,1916,1.3,1.2,NA,NA,1,Terrestrial,Yes,NA,Intakes: 0/0
2018/02/06 00:00:00,8616,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2018/02/05 10:16:00,2018/02/06 10:17:00,1790,1.2,1.3,NA,NA,3,Terrestrial,Yes,NA,Intakes: 0/0
2018/02/07 00:00:00,8617,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2018/02/06 10:17:00,2018/02/07 09:54:00,1736,1.1,1.3,NA,NA,3,Terrestrial,Yes,NA,Intakes: 0/0
2018/02/08 00:00:00,8618,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2018/02/07 09:54:00,2018/02/08 09:53:00,1680,1.2,1.3,NA,NA,3,Terrestrial,Yes,NA,Intakes: 0/0
2018/02/09 00:00:00,8619,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2018/02/08 09:53:00,2018/02/09 09:51:00,1156,0,1.5,NA,NA,2,Terrestrial,Yes,Data included in analysis because actual catch greater than imputed catch.,Intakes: 1/1
2018/02/10 00:00:00,8620,ST004L1B,Continue trapping,"Trap functioning, but not normally",Processed fish,2018/02/09 09:51:00,2018/02/10 09:57:00,2018,1,1.6,NA,NA,5,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,"Intakes: 0/0

Trap swinging out of thalweg due to trap C2 being stopped"
2018/02/11 00:00:00,8621,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2018/02/10 09:57:00,2018/02/11 10:22:00,2326,1.7,2,NA,NA,15,Terrestrial,Yes,NA,Intakes: 0/0
2018/02/13 00:00:00,8630,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2018/02/11 10:22:00,2018/02/13 11:15:00,2335,1.6,1.6,NA,NA,7,Terrestrial,Yes,NA,"Intakes: 0/0

Catch includes fish from 2/12 and 2/13"
2018/02/14 00:00:00,8631,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2018/02/13 11:15:00,2018/02/14 10:03:00,2257,1.5,1.8,NA,NA,5,Terrestrial,Yes,NA,Intakes: 0/0
2018/02/15 00:00:00,8632,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2018/02/14 10:03:00,2018/02/15 11:00:00,2634,1.9,1.8,NA,NA,6,Terrestrial,Yes,NA,Intakes: 0/0
2018/02/16 00:00:00,8633,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2018/02/15 11:00:00,2018/02/16 10:12:00,2622,1.9,1.8,NA,NA,7,Terrestrial,Yes,NA,Intakes: 0/0
2018/02/17 00:00:00,8634,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2018/02/16 10:12:00,2018/02/17 10:51:00,2794,1.7,1.9,NA,NA,5,Terrestrial,Yes,NA,Intakes: 0/0
2018/02/18 00:00:00,8635,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2018/02/17 10:51:00,2018/02/18 10:19:00,2849,2,2.1,NA,NA,11,Terrestrial,Yes,NA,Intakes: 0/0
2018/02/19 00:00:00,8636,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2018/02/18 10:19:00,2018/02/19 10:33:00,3048,2,2.1,NA,NA,23,Terrestrial,Yes,NA,Intakes: 0/0
2018/02/20 00:00:00,8644,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2018/02/19 10:33:00,2018/02/20 13:50:00,3388,2.2,2.2,NA,NA,10,Terrestrial,Yes,NA,Intakes: 0/0
2018/02/21 00:00:00,8646,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2018/02/20 13:50:00,2018/02/21 10:20:00,1888,1.7,1.4,NA,NA,4,Terrestrial,Yes,NA,Intakes: 0/0
2018/02/22 00:00:00,8647,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2018/02/21 10:20:00,2018/02/22 09:57:00,1890,1.4,1.6,NA,NA,6,Terrestrial,Yes,NA,Intakes: 0/0
2018/02/23 00:00:00,8648,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2018/02/22 09:57:00,2018/02/23 09:48:00,1945,1.5,1.8,NA,NA,8,Terrestrial,Yes,NA,"Intakes: 0/0 
"
2018/02/24 00:00:00,8649,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2018/02/23 09:48:00,2018/02/24 11:29:00,2532,1.6,1.6,NA,NA,42,Terrestrial,Yes,NA,"Intakes: 0/0
"
2018/02/25 00:00:00,8650,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2018/02/24 11:29:00,2018/02/25 10:45:00,1203,0,1.7,NA,NA,17,Terrestrial,No,Data included in analysis because actual catch greater than imputed catch.,"Intakes: 0/3
"
2018/02/26 00:00:00,8651,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2018/02/25 10:45:00,2018/02/26 10:24:00,457,0,1.5,NA,NA,10,Terrestrial,Yes,Data included in analysis because actual catch greater than imputed catch.,"Intakes: 0/0

No log in trap but not spinning"
2018/02/27 00:00:00,8659,ST004L1B,End trapping,Trap stopped functioning,Processed fish,2018/02/26 10:24:00,2018/02/27 10:12:00,190,0,NA,NA,NA,10,Terrestrial,Yes,Data included in analysis because actual catch greater than imputed catch.,"Intakes: 0/0

Significant amount of woody debris removed from inside of cone.

Large diameter logs 10' or greater removed from front of cone"
2018/03/04 00:00:00,8661,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,NA,2018/03/04 11:39:00,NA,NA,1,NA,NA,NA,NA,Yes,NA,NA
2018/03/05 00:00:00,8662,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2018/03/04 11:39:00,2018/03/05 09:29:00,1370,0.9,1.4,NA,NA,3,Terrestrial,Yes,NA,Intakes: 0/0
2018/03/06 00:00:00,8665,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2018/03/05 09:29:00,2018/03/06 10:16:00,1111,0,0.8,NA,NA,12,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,Intakes: 1/0
2018/03/07 00:00:00,8667,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2018/03/06 10:16:00,2018/03/07 10:22:00,1278,0.9,0.6,NA,NA,6,Terrestrial,Yes,NA,"Intakes: 0/0

Low flows. Trap not spinning normally"
